	cancer	sample	transposon_class	N_motifs_inTE	N_motifs_outsideTE	N_mutated_motifs_inTE	N_mutated_motifs_outsideTE	D_APOBEC_in	D_APOBEC_outside
795	CESC	e07991a4-0901-4ed1-8704-aa376565d862	RC_transposons	49644	350719667	87	595036	0.0017524776408025138	0.0016966142933752273
796	CESC	e07991a4-0901-4ed1-8704-aa376565d862	SINE	45502579	305266732	82473	512650	0.001812490672232007	0.001679351027350075
797	CESC	e07991a4-0901-4ed1-8704-aa376565d862	SVA	513537	350255774	873	594250	0.0016999748800962736	0.0016966172840308408
798	CESC	f658c350-fb89-4268-8a59-a07e365f4221	DNA_transposons	11364604	339404707	19904	578616	0.0017514028645432783	0.001704796627938339
799	CESC	f658c350-fb89-4268-8a59-a07e365f4221	LINE	74087089	276682222	129598	468922	0.0017492656514011503	0.0016948035063850254
800	CESC	f658c350-fb89-4268-8a59-a07e365f4221	LTR	31965907	318803404	54001	544519	0.0016893310738844358	0.0017080087388276445
801	CESC	f658c350-fb89-4268-8a59-a07e365f4221	RC_transposons	49644	350719667	87	598433	0.0017524776408025138	0.001706300091805231
802	CESC	f658c350-fb89-4268-8a59-a07e365f4221	SINE	45502579	305266732	82934	515586	0.0018226219661087782	0.0016889688457764863
803	CESC	f658c350-fb89-4268-8a59-a07e365f4221	SVA	513537	350255774	876	597644	0.0017058167181722057	0.0017063073455571356
804	HNSC	02c6a893-49c5-49d1-8eb1-195021e70d52	DNA_transposons	11364604	339404707	19926	579337	0.0017533386997030428	0.001706920935542594
805	HNSC	02c6a893-49c5-49d1-8eb1-195021e70d52	LINE	74087089	276682222	129733	469530	0.0017510878312414191	0.0016970009731958854
806	HNSC	02c6a893-49c5-49d1-8eb1-195021e70d52	LTR	31965907	318803404	54070	545193	0.0016914896236168114	0.0017101228944217924
807	HNSC	02c6a893-49c5-49d1-8eb1-195021e70d52	RC_transposons	49644	350719667	87	599176	0.0017524776408025138	0.0017084185929042868
808	HNSC	02c6a893-49c5-49d1-8eb1-195021e70d52	SINE	45502579	305266732	83037	516226	0.0018248855740682303	0.0016910653729539057
809	HNSC	02c6a893-49c5-49d1-8eb1-195021e70d52	SVA	513537	350255774	876	598387	0.0017058167181722057	0.001708428652485255
810	HNSC	08227616-02a5-46e8-9db1-f2d1d691ab23	DNA_transposons	11364604	339404707	20106	584277	0.0017691773510102068	0.0017214758309171004
811	HNSC	08227616-02a5-46e8-9db1-f2d1d691ab23	LINE	74087089	276682222	130946	473437	0.0017674604545469454	0.0017111218660084348
812	HNSC	08227616-02a5-46e8-9db1-f2d1d691ab23	LTR	31965907	318803404	54525	549858	0.00170572353851871	0.0017247557369243147
813	HNSC	08227616-02a5-46e8-9db1-f2d1d691ab23	RC_transposons	49644	350719667	87	604296	0.0017524776408025138	0.0017230171469112395
814	HNSC	08227616-02a5-46e8-9db1-f2d1d691ab23	SINE	45502579	305266732	83697	520686	0.0018393902464297683	0.0017056755467215472
815	HNSC	08227616-02a5-46e8-9db1-f2d1d691ab23	SVA	513537	350255774	885	603498	0.0017233422324000023	0.001723020845903314
816	HNSC	0e6ca8dc-0f31-4675-95b1-5920576daeff	DNA_transposons	11364604	339404707	20133	585469	0.0017715531487062814	0.0017249878623515967
817	HNSC	0e6ca8dc-0f31-4675-95b1-5920576daeff	LINE	74087089	276682222	131215	474387	0.0017710913165990365	0.0017145554079004035
818	HNSC	0e6ca8dc-0f31-4675-95b1-5920576daeff	LTR	31965907	318803404	54624	550978	0.0017088205881347273	0.0017282688738166673
819	HNSC	0e6ca8dc-0f31-4675-95b1-5920576daeff	RC_transposons	49644	350719667	87	605515	0.0017524776408025138	0.0017264928573281293
820	HNSC	0e6ca8dc-0f31-4675-95b1-5920576daeff	SINE	45502579	305266732	83840	521762	0.0018425329254414349	0.0017092003330385834
821	HNSC	0e6ca8dc-0f31-4675-95b1-5920576daeff	SVA	513537	350255774	886	604716	0.0017252895117586464	0.0017264983046360858
822	HNSC	1727e88b-df0a-4af2-9191-8c6061d98ad0	DNA_transposons	11364604	339404707	20194	587207	0.0017769206916492647	0.0017301085927485384
823	HNSC	1727e88b-df0a-4af2-9191-8c6061d98ad0	LINE	74087089	276682222	131602	475799	0.001776314898807807	0.001719658735428256
824	HNSC	1727e88b-df0a-4af2-9191-8c6061d98ad0	LTR	31965907	318803404	54814	552587	0.0017147644207311246	0.001733315871370056
825	HNSC	1727e88b-df0a-4af2-9191-8c6061d98ad0	RC_transposons	49644	350719667	87	607314	0.0017524776408025138	0.001731622310191119
826	HNSC	1727e88b-df0a-4af2-9191-8c6061d98ad0	SINE	45502579	305266732	84074	523327	0.0018476754910968893	0.0017143269971521167
827	HNSC	1727e88b-df0a-4af2-9191-8c6061d98ad0	SVA	513537	350255774	888	606513	0.0017291840704759345	0.0017316288410423179
828	HNSC	190eb791-383d-4e27-870d-e470630843e7	DNA_transposons	11364604	339404707	20401	593683	0.001795135140652503	0.0017491890588305836
829	HNSC	190eb791-383d-4e27-870d-e470630843e7	LINE	74087089	276682222	133081	481003	0.0017962778912800853	0.0017384673164869986
830	HNSC	190eb791-383d-4e27-870d-e470630843e7	LTR	31965907	318803404	55466	558618	0.0017351611515356033	0.0017522334861895014
831	HNSC	190eb791-383d-4e27-870d-e470630843e7	RC_transposons	49644	350719667	89	613995	0.0017927644831198131	0.0017506717124021447
832	HNSC	190eb791-383d-4e27-870d-e470630843e7	SINE	45502579	305266732	84920	529164	0.0018662678438512244	0.0017334479801749245
833	HNSC	190eb791-383d-4e27-870d-e470630843e7	SVA	513537	350255774	900	613184	0.0017525514227796635	0.0017506749224924982
834	HNSC	1aff91a6-1b0f-4575-8f4b-4e064a50b886	DNA_transposons	11364604	339404707	20492	596114	0.001803142458813347	0.0017563515994490908
835	HNSC	1aff91a6-1b0f-4575-8f4b-4e064a50b886	LINE	74087089	276682222	133640	482966	0.0018038230655816427	0.001745562098312193
836	HNSC	1aff91a6-1b0f-4575-8f4b-4e064a50b886	LTR	31965907	318803404	55677	560929	0.0017417619340505495	0.0017594824677593468
837	HNSC	1aff91a6-1b0f-4575-8f4b-4e064a50b886	RC_transposons	49644	350719667	89	616517	0.0017927644831198131	0.0017578626407626008
838	HNSC	1aff91a6-1b0f-4575-8f4b-4e064a50b886	SINE	45502579	305266732	85254	531352	0.001873608087137215	0.0017406154824627271
839	HNSC	1aff91a6-1b0f-4575-8f4b-4e064a50b886	SVA	513537	350255774	904	615702	0.0017603405402142397	0.0017578639545853712
840	HNSC	1db83e80-bdf7-4d8d-8008-bd8406d641fc	DNA_transposons	11364604	339404707	20653	601711	0.0018173092524825325	0.0017728422369817046
841	HNSC	1db83e80-bdf7-4d8d-8008-bd8406d641fc	LINE	74087089	276682222	134844	487520	0.0018200742102311511	0.0017620214138659043
842	HNSC	1db83e80-bdf7-4d8d-8008-bd8406d641fc	LTR	31965907	318803404	56208	566156	0.001758373381991007	0.0017758781521667818
843	HNSC	1db83e80-bdf7-4d8d-8008-bd8406d641fc	RC_transposons	49644	350719667	89	622275	0.0017927644831198131	0.0017742803114602639
844	HNSC	1db83e80-bdf7-4d8d-8008-bd8406d641fc	SINE	45502579	305266732	86042	536322	0.0018909257868658389	0.0017568963263248744
845	HNSC	1db83e80-bdf7-4d8d-8008-bd8406d641fc	SVA	513537	350255774	909	621455	0.00177007693700746	0.001774289094232034
846	HNSC	1fff8b62-534b-4d71-a65f-e5f93b8b50ed	DNA_transposons	11364604	339404707	20796	606125	0.0018298921810210016	0.0017858473600956867
847	HNSC	1fff8b62-534b-4d71-a65f-e5f93b8b50ed	LINE	74087089	276682222	135951	490970	0.0018350160849213552	0.0017744905923156855
848	HNSC	1fff8b62-534b-4d71-a65f-e5f93b8b50ed	LTR	31965907	318803404	56660	570261	0.0017725134469045412	0.0017887544262231278
849	HNSC	1fff8b62-534b-4d71-a65f-e5f93b8b50ed	RC_transposons	49644	350719667	89	626832	0.0017927644831198131	0.0017872735947824677
850	HNSC	1fff8b62-534b-4d71-a65f-e5f93b8b50ed	SINE	45502579	305266732	86591	540330	0.001902991037057482	0.0017700258277734634
851	HNSC	1fff8b62-534b-4d71-a65f-e5f93b8b50ed	SVA	513537	350255774	917	626004	0.0017856551718766127	0.001787276745935957
852	HNSC	21205681-a0c7-48d0-81d4-0b7ef31158cf	DNA_transposons	11364604	339404707	21995	640438	0.0019353951972281656	0.001886944956246585
853	HNSC	21205681-a0c7-48d0-81d4-0b7ef31158cf	LINE	74087089	276682222	143769	518664	0.001940540544115588	0.0018745837598485096
854	HNSC	21205681-a0c7-48d0-81d4-0b7ef31158cf	LTR	31965907	318803404	60080	602353	0.00187950243363969	0.0018894183451065034
855	HNSC	21205681-a0c7-48d0-81d4-0b7ef31158cf	RC_transposons	49644	350719667	95	662338	0.0019136250100717106	0.00188851114528459
856	HNSC	21205681-a0c7-48d0-81d4-0b7ef31158cf	SINE	45502579	305266732	91248	571185	0.0020053368843115462	0.0018711013684910808
857	HNSC	21205681-a0c7-48d0-81d4-0b7ef31158cf	SVA	513537	350255774	965	661468	0.001879124581091528	0.0018885284671995158
858	HNSC	29fc38aa-f367-46a3-a14d-a5f657ad0caa	DNA_transposons	11364604	339404707	22020	641503	0.0019375950099097161	0.0018900828031238825
859	HNSC	29fc38aa-f367-46a3-a14d-a5f657ad0caa	LINE	74087089	276682222	144014	519509	0.0019438474630849648	0.0018776378050050502
860	HNSC	29fc38aa-f367-46a3-a14d-a5f657ad0caa	LTR	31965907	318803404	60171	603352	0.0018823492166200697	0.001892551937745307
861	HNSC	29fc38aa-f367-46a3-a14d-a5f657ad0caa	RC_transposons	49644	350719667	95	663428	0.0019136250100717106	0.0018916190405712263
862	HNSC	29fc38aa-f367-46a3-a14d-a5f657ad0caa	SINE	45502579	305266732	91382	572141	0.0020082817723364645	0.001874233055962351
863	HNSC	29fc38aa-f367-46a3-a14d-a5f657ad0caa	SVA	513537	350255774	965	662558	0.001879124581091528	0.001891640478709139
864	HNSC	3e604a1c-b95f-44ff-9723-e2fac845da3b	DNA_transposons	11364604	339404707	22393	651609	0.0019704162151184504	0.0019198584656046035
865	HNSC	3e604a1c-b95f-44ff-9723-e2fac845da3b	LINE	74087089	276682222	146428	527574	0.00197643073815466	0.0019067867685405534
866	HNSC	3e604a1c-b95f-44ff-9723-e2fac845da3b	LTR	31965907	318803404	61252	612750	0.001916166495760624	0.0019220309203473874
867	HNSC	3e604a1c-b95f-44ff-9723-e2fac845da3b	RC_transposons	49644	350719667	95	673907	0.0019136250100717106	0.0019214976045241283
868	HNSC	3e604a1c-b95f-44ff-9723-e2fac845da3b	SINE	45502579	305266732	92653	581349	0.002036214255020578	0.0019043968407274725
869	HNSC	3e604a1c-b95f-44ff-9723-e2fac845da3b	SVA	513537	350255774	979	673023	0.0019063864921125449	0.001921518644257953
870	HNSC	46d35b82-e1b7-4d35-be5e-3a70fd47e421	DNA_transposons	11364604	339404707	22964	668274	0.0020206599367650646	0.001968959139980342
871	HNSC	46d35b82-e1b7-4d35-be5e-3a70fd47e421	LINE	74087089	276682222	150433	540805	0.0020304887400826345	0.0019546069714591204
872	HNSC	46d35b82-e1b7-4d35-be5e-3a70fd47e421	LTR	31965907	318803404	62840	628398	0.0019658444229347224	0.001971114461500543
873	HNSC	46d35b82-e1b7-4d35-be5e-3a70fd47e421	RC_transposons	49644	350719667	98	691140	0.0019740552735476595	0.0019706337141338582
874	HNSC	46d35b82-e1b7-4d35-be5e-3a70fd47e421	SINE	45502579	305266732	95016	596222	0.0020881453774301453	0.00195311816683647
875	HNSC	46d35b82-e1b7-4d35-be5e-3a70fd47e421	SVA	513537	350255774	997	690241	0.0019414375205681381	0.001970677005884277
876	HNSC	5046f1b4-9d95-4841-ba30-691fa44719a2	DNA_transposons	11364604	339404707	23242	676722	0.0020451218537839064	0.001993849778871806
877	HNSC	5046f1b4-9d95-4841-ba30-691fa44719a2	LINE	74087089	276682222	152376	547588	0.0020567146321540586	0.0019791224605677773
878	HNSC	5046f1b4-9d95-4841-ba30-691fa44719a2	LTR	31965907	318803404	63684	636280	0.0019922475529945078	0.0019958381623804743
879	HNSC	5046f1b4-9d95-4841-ba30-691fa44719a2	RC_transposons	49644	350719667	98	699866	0.0019740552735476595	0.0019955139841074266
880	HNSC	5046f1b4-9d95-4841-ba30-691fa44719a2	SINE	45502579	305266732	96142	603822	0.0021128912275499814	0.0019780144270683253
881	HNSC	5046f1b4-9d95-4841-ba30-691fa44719a2	SVA	513537	350255774	1005	698959	0.0019570157554372907	0.001995567387848401
882	HNSC	5193a482-6ed9-4504-bd7c-c8b9e4103577	DNA_transposons	11364604	339404707	24367	709451	0.002144113424453681	0.002090280380230555
883	HNSC	5193a482-6ed9-4504-bd7c-c8b9e4103577	LINE	74087089	276682222	159302	574516	0.002150199206774071	0.0020764471090592876
884	HNSC	5193a482-6ed9-4504-bd7c-c8b9e4103577	LTR	31965907	318803404	66689	667129	0.002086253958005947	0.0020926031266592124
885	HNSC	5193a482-6ed9-4504-bd7c-c8b9e4103577	RC_transposons	49644	350719667	102	733716	0.0020546289581822577	0.0020920298147979253
886	HNSC	5193a482-6ed9-4504-bd7c-c8b9e4103577	SINE	45502579	305266732	101169	632649	0.002223368482037029	0.002072446597292495
887	HNSC	5193a482-6ed9-4504-bd7c-c8b9e4103577	SVA	513537	350255774	1043	732775	0.0020310123710657654	0.002092113976113924
888	HNSC	54e78de0-d357-4125-a904-ab35e461572b	DNA_transposons	11364604	339404707	24427	711495	0.0021493929748894022	0.002096302689166889
889	HNSC	54e78de0-d357-4125-a904-ab35e461572b	LINE	74087089	276682222	159797	576125	0.0021568805328550564	0.0020822624447478957
890	HNSC	54e78de0-d357-4125-a904-ab35e461572b	LTR	31965907	318803404	66889	669033	0.0020925106238968913	0.0020985754593762116
891	HNSC	54e78de0-d357-4125-a904-ab35e461572b	RC_transposons	49644	350719667	102	735820	0.0020546289581822577	0.0020980289080851575
892	HNSC	54e78de0-d357-4125-a904-ab35e461572b	SINE	45502579	305266732	101451	634471	0.002229565932955141	0.0020784151481007106
893	HNSC	54e78de0-d357-4125-a904-ab35e461572b	SVA	513537	350255774	1046	734876	0.0020368542091416977	0.0020981124496751336
894	HNSC	6bbd66dd-efee-4d6e-b02f-f88e98526b82	DNA_transposons	11364604	339404707	24503	713952	0.002156080405441316	0.0021035418344978935
895	HNSC	6bbd66dd-efee-4d6e-b02f-f88e98526b82	LINE	74087089	276682222	160354	578101	0.002164398711899721	0.0020894042118831907
896	HNSC	6bbd66dd-efee-4d6e-b02f-f88e98526b82	LTR	31965907	318803404	67137	671318	0.002100268889601662	0.0021057428859824847
897	HNSC	6bbd66dd-efee-4d6e-b02f-f88e98526b82	RC_transposons	49644	350719667	102	738353	0.0020546289581822577	0.0021052512005264876
898	HNSC	6bbd66dd-efee-4d6e-b02f-f88e98526b82	SINE	45502579	305266732	101798	636657	0.002237191874333101	0.002085576098741084
899	HNSC	6bbd66dd-efee-4d6e-b02f-f88e98526b82	SVA	513537	350255774	1051	737404	0.002046590605934918	0.002105330032332315
900	HNSC	7158c9fd-a633-4fef-aa23-bd285f2a87a8	DNA_transposons	11364604	339404707	24553	715297	0.002160480030804417	0.002107504655202086
901	HNSC	7158c9fd-a633-4fef-aa23-bd285f2a87a8	LINE	74087089	276682222	160663	579187	0.00216856947908967	0.0020933292924039046
902	HNSC	7158c9fd-a633-4fef-aa23-bd285f2a87a8	LTR	31965907	318803404	67254	672596	0.0021039290391478647	0.0021097516261150084
903	HNSC	7158c9fd-a633-4fef-aa23-bd285f2a87a8	RC_transposons	49644	350719667	102	739748	0.0020546289581822577	0.0021092287362373665
904	HNSC	7158c9fd-a633-4fef-aa23-bd285f2a87a8	SINE	45502579	305266732	101980	637870	0.0022411916476206767	0.0020895496729070365
905	HNSC	7158c9fd-a633-4fef-aa23-bd285f2a87a8	SVA	513537	350255774	1057	738793	0.0020582742820867824	0.0021092957057147615
906	HNSC	7e584ff6-0b81-4f85-81da-b8117afee326	DNA_transposons	11364604	339404707	24605	716851	0.002165055641182042	0.002112083259941354
907	HNSC	7e584ff6-0b81-4f85-81da-b8117afee326	LINE	74087089	276682222	161025	580431	0.0021734556205872794	0.002097825425155072
908	HNSC	7e584ff6-0b81-4f85-81da-b8117afee326	LTR	31965907	318803404	67401	674055	0.0021085276885777085	0.0021143281142631714
909	HNSC	7e584ff6-0b81-4f85-81da-b8117afee326	RC_transposons	49644	350719667	102	741354	0.0020546289581822577	0.002113807892045016
910	HNSC	7e584ff6-0b81-4f85-81da-b8117afee326	SINE	45502579	305266732	102189	639267	0.0022457847938684968	0.0020941259986364973
911	HNSC	7e584ff6-0b81-4f85-81da-b8117afee326	SVA	513537	350255774	1060	740396	0.002064116120162715	0.002113872361173409
912	HNSC	81598359-24d5-4a8b-a6e6-7a6f94289119	DNA_transposons	11364604	339404707	24683	719272	0.0021719190567484796	0.0021192163372089003
913	HNSC	81598359-24d5-4a8b-a6e6-7a6f94289119	LINE	74087089	276682222	161542	582413	0.0021804338944940867	0.002104988877818106
914	HNSC	81598359-24d5-4a8b-a6e6-7a6f94289119	LTR	31965907	318803404	67644	676311	0.0021161295376352063	0.0021214045757177676
915	HNSC	81598359-24d5-4a8b-a6e6-7a6f94289119	RC_transposons	49644	350719667	102	743853	0.0020546289581822577	0.002120933240963644
916	HNSC	81598359-24d5-4a8b-a6e6-7a6f94289119	SINE	45502579	305266732	102521	641434	0.002253081083601877	0.002101224708626291
917	HNSC	81598359-24d5-4a8b-a6e6-7a6f94289119	SVA	513537	350255774	1063	742892	0.0020699579582386467	0.0021209985820248036
918	HNSC	8294a969-59a1-4d3b-895b-f07e96bf9f7a	DNA_transposons	11364604	339404707	24794	721927	0.0021816862250545643	0.0021270388568889235
919	HNSC	8294a969-59a1-4d3b-895b-f07e96bf9f7a	LINE	74087089	276682222	162158	584563	0.002188748433617091	0.0021127595252578243
920	HNSC	8294a969-59a1-4d3b-895b-f07e96bf9f7a	LTR	31965907	318803404	67914	678807	0.002124576036587981	0.002129233852220725
921	HNSC	8294a969-59a1-4d3b-895b-f07e96bf9f7a	RC_transposons	49644	350719667	104	746617	0.002094915800499557	0.002128814179103335
922	HNSC	8294a969-59a1-4d3b-895b-f07e96bf9f7a	SINE	45502579	305266732	102867	643854	0.0022606850482035316	0.002109152202015908
923	HNSC	8294a969-59a1-4d3b-895b-f07e96bf9f7a	SVA	513537	350255774	1068	745653	0.002079694355031867	0.002128881392830372
924	HNSC	83eca7b5-45bb-44c0-8afe-36f8988d0078	DNA_transposons	11364604	339404707	25122	731628	0.0022105477674365073	0.0021556212536557426
925	HNSC	83eca7b5-45bb-44c0-8afe-36f8988d0078	LINE	74087089	276682222	164387	592363	0.0022188346474241957	0.0021409507113181996
926	HNSC	83eca7b5-45bb-44c0-8afe-36f8988d0078	LTR	31965907	318803404	68857	687893	0.002154076216263784	0.0021577341752599356
927	HNSC	83eca7b5-45bb-44c0-8afe-36f8988d0078	RC_transposons	49644	350719667	106	756644	0.002135202642816856	0.0021574039644603107
928	HNSC	83eca7b5-45bb-44c0-8afe-36f8988d0078	SINE	45502579	305266732	104162	652588	0.0022891449735189737	0.002137763246340253
929	HNSC	83eca7b5-45bb-44c0-8afe-36f8988d0078	SVA	513537	350255774	1081	755669	0.00210500898669424	0.002157477638041736
930	HNSC	878a7fe7-20ff-4651-9587-b4d6fd42e929	DNA_transposons	11364604	339404707	25160	732633	0.002213891482712464	0.0021585823204272768
931	HNSC	878a7fe7-20ff-4651-9587-b4d6fd42e929	LINE	74087089	276682222	164616	593177	0.002221925604338429	0.0021438927145814232
932	HNSC	878a7fe7-20ff-4651-9587-b4d6fd42e929	LTR	31965907	318803404	68952	688841	0.002157048132561982	0.0021607077947009626
933	HNSC	878a7fe7-20ff-4651-9587-b4d6fd42e929	RC_transposons	49644	350719667	106	757687	0.002135202642816856	0.0021603778495832113
934	HNSC	878a7fe7-20ff-4651-9587-b4d6fd42e929	SINE	45502579	305266732	104299	653494	0.002292155791872808	0.0021407311426257874
935	HNSC	878a7fe7-20ff-4651-9587-b4d6fd42e929	SVA	513537	350255774	1085	756708	0.0021127981041288166	0.0021604440416733857
936	HNSC	9988eb07-01f6-4f83-8699-bb63e0525f08	DNA_transposons	11364604	339404707	25363	738876	0.0022317539616866543	0.0021769762904319417
937	HNSC	9988eb07-01f6-4f83-8699-bb63e0525f08	LINE	74087089	276682222	166134	598105	0.0022424150043201183	0.002161703761364183
938	HNSC	9988eb07-01f6-4f83-8699-bb63e0525f08	LTR	31965907	318803404	69595	694644	0.0021771633134013684	0.0021789102352244645
939	HNSC	9988eb07-01f6-4f83-8699-bb63e0525f08	RC_transposons	49644	350719667	106	764133	0.002135202642816856	0.0021787572009755586
940	HNSC	9988eb07-01f6-4f83-8699-bb63e0525f08	SINE	45502579	305266732	105053	659186	0.00230872628120705	0.002159377131209961
941	HNSC	9988eb07-01f6-4f83-8699-bb63e0525f08	SVA	513537	350255774	1095	763144	0.002132270897715257	0.002178819184862317
942	HNSC	a0fe80e0-e3ac-485b-8a1a-4c80c101b874	DNA_transposons	11364604	339404707	25442	741050	0.002238705369760354	0.002183381622930763
943	HNSC	a0fe80e0-e3ac-485b-8a1a-4c80c101b874	LINE	74087089	276682222	166633	599859	0.00224915032091489	0.0021680431639731447
944	HNSC	a0fe80e0-e3ac-485b-8a1a-4c80c101b874	LTR	31965907	318803404	69789	696703	0.0021832322793155848	0.002185368760993531
945	HNSC	a0fe80e0-e3ac-485b-8a1a-4c80c101b874	RC_transposons	49644	350719667	106	766386	0.002135202642816856	0.002185181134994634
946	HNSC	a0fe80e0-e3ac-485b-8a1a-4c80c101b874	SINE	45502579	305266732	105335	661157	0.0023149237321251617	0.0021658337797516697
947	HNSC	a0fe80e0-e3ac-485b-8a1a-4c80c101b874	SVA	513537	350255774	1099	765393	0.0021400600151498333	0.002185240206775292
948	HNSC	a315b798-f037-48d5-91ed-e733e3bbd6ee	DNA_transposons	11364604	339404707	25545	744341	0.0022477685980083423	0.002193078011731876
949	HNSC	a315b798-f037-48d5-91ed-e733e3bbd6ee	LINE	74087089	276682222	167362	602524	0.0022589900920523412	0.0021776751525437728
950	HNSC	a315b798-f037-48d5-91ed-e733e3bbd6ee	LTR	31965907	318803404	70097	699789	0.002192867544787639	0.0021950487078237096
951	HNSC	a315b798-f037-48d5-91ed-e733e3bbd6ee	RC_transposons	49644	350719667	108	769778	0.002175489485134155	0.00219485267702424
952	HNSC	a315b798-f037-48d5-91ed-e733e3bbd6ee	SINE	45502579	305266732	105767	664119	0.0023244176994890774	0.0021755367695946637
953	HNSC	a315b798-f037-48d5-91ed-e733e3bbd6ee	SVA	513537	350255774	1104	768782	0.0021497964119430537	0.0021949159930194327
954	HNSC	a8041e86-071e-46cd-8fb5-7ecdc1ab0553	DNA_transposons	11364604	339404707	25593	746423	0.0022519922383569192	0.0021992122814018604
955	HNSC	a8041e86-071e-46cd-8fb5-7ecdc1ab0553	LINE	74087089	276682222	167797	604219	0.0022648615604265406	0.00218380131412997
956	HNSC	a8041e86-071e-46cd-8fb5-7ecdc1ab0553	LTR	31965907	318803404	70296	701720	0.0021990929273491286	0.0022011057322336497
957	HNSC	a8041e86-071e-46cd-8fb5-7ecdc1ab0553	RC_transposons	49644	350719667	108	771908	0.002175489485134155	0.002200925903593539
958	HNSC	a8041e86-071e-46cd-8fb5-7ecdc1ab0553	SINE	45502579	305266732	106078	665938	0.0023312524769200445	0.0021814954929317357
959	HNSC	a8041e86-071e-46cd-8fb5-7ecdc1ab0553	SVA	513537	350255774	1105	770911	0.002151743691301698	0.002200994408160706
960	HNSC	ab923db7-54e8-4a50-b7fd-c2b4b300041e	DNA_transposons	11364604	339404707	26033	758901	0.002290708941552209	0.0022359766507304216
961	HNSC	ab923db7-54e8-4a50-b7fd-c2b4b300041e	LINE	74087089	276682222	170652	614282	0.002303397289641114	0.0022201715584024766
962	HNSC	ab923db7-54e8-4a50-b7fd-c2b4b300041e	LTR	31965907	318803404	71470	713464	0.002235819556128972	0.0022379434819334615
963	HNSC	ab923db7-54e8-4a50-b7fd-c2b4b300041e	RC_transposons	49644	350719667	109	784825	0.0021956329062928046	0.00223775588838022
964	HNSC	ab923db7-54e8-4a50-b7fd-c2b4b300041e	SINE	45502579	305266732	107848	677086	0.0023701513709805328	0.0022180143757034093
965	HNSC	ab923db7-54e8-4a50-b7fd-c2b4b300041e	SVA	513537	350255774	1122	783812	0.002184847440398647	0.0022378274911750633
966	HNSC	b537bc07-9998-49f4-bbbe-5b617152bfd9	DNA_transposons	11364604	339404707	26093	760554	0.00229598849198793	0.0022408469426441987
967	HNSC	b537bc07-9998-49f4-bbbe-5b617152bfd9	LINE	74087089	276682222	171059	615588	0.0023088908244188132	0.002224891774940278
968	HNSC	b537bc07-9998-49f4-bbbe-5b617152bfd9	LTR	31965907	318803404	71649	714998	0.002241419272101367	0.002242755224784237
969	HNSC	b537bc07-9998-49f4-bbbe-5b617152bfd9	RC_transposons	49644	350719667	109	786538	0.0021956329062928046	0.0022426401311563746
970	HNSC	b537bc07-9998-49f4-bbbe-5b617152bfd9	SINE	45502579	305266732	108063	678584	0.002374876377886185	0.0022229215596280567
971	HNSC	b537bc07-9998-49f4-bbbe-5b617152bfd9	SVA	513537	350255774	1125	785522	0.0021906892784745793	0.002242709637671812
972	HNSC	b86e88e7-0d5f-4b32-a35f-dc97251ab990	DNA_transposons	11364604	339404707	26200	763768	0.0023054036902649664	0.0022503164636429158
973	HNSC	b86e88e7-0d5f-4b32-a35f-dc97251ab990	LINE	74087089	276682222	171841	618127	0.002319445969863926	0.0022340683674283925
974	HNSC	b86e88e7-0d5f-4b32-a35f-dc97251ab990	LTR	31965907	318803404	71905	718063	0.0022494278044417762	0.0022523693002976844
975	HNSC	b86e88e7-0d5f-4b32-a35f-dc97251ab990	RC_transposons	49644	350719667	109	789859	0.0021956329062928046	0.0022521092323003374
976	HNSC	b86e88e7-0d5f-4b32-a35f-dc97251ab990	SINE	45502579	305266732	108526	681442	0.002385051625315567	0.0022322838638047203
977	HNSC	b86e88e7-0d5f-4b32-a35f-dc97251ab990	SVA	513537	350255774	1131	788837	0.0022023729546264436	0.0022521741497400698
978	HNSC	c0812962-a345-48b7-aec0-01336c2d1eed	DNA_transposons	11364604	339404707	26236	764562	0.0023085714205263994	0.0022526558537091824
979	HNSC	c0812962-a345-48b7-aec0-01336c2d1eed	LINE	74087089	276682222	172028	618770	0.0023219700263834094	0.0022363923331510617
980	HNSC	c0812962-a345-48b7-aec0-01336c2d1eed	LTR	31965907	318803404	71972	718826	0.0022515237875152423	0.0022547626248055996
981	HNSC	c0812962-a345-48b7-aec0-01336c2d1eed	RC_transposons	49644	350719667	109	790689	0.0021956329062928046	0.0022544757947663085
982	HNSC	c0812962-a345-48b7-aec0-01336c2d1eed	SINE	45502579	305266732	108625	682173	0.0023872273261697978	0.0022346784909401786
983	HNSC	c0812962-a345-48b7-aec0-01336c2d1eed	SVA	513537	350255774	1131	789667	0.0022023729546264436	0.002254543846577673
984	HNSC	c121de15-78f7-4698-91bf-fd0485c466c2	DNA_transposons	11364604	339404707	26241	764685	0.0023090113830627093	0.0022530182529259973
985	HNSC	c121de15-78f7-4698-91bf-fd0485c466c2	LINE	74087089	276682222	172057	618869	0.002322361457608356	0.002236750144358751
986	HNSC	c121de15-78f7-4698-91bf-fd0485c466c2	LTR	31965907	318803404	71982	718944	0.0022518366208097895	0.002255132758871044
987	HNSC	c121de15-78f7-4698-91bf-fd0485c466c2	RC_transposons	49644	350719667	109	790817	0.0021956329062928046	0.0022548407586164823
988	HNSC	c121de15-78f7-4698-91bf-fd0485c466c2	SINE	45502579	305266732	108647	682279	0.0023877108152485157	0.0022350257282539388
